N,P,K,temperature,humidity,ph,rainfall,label
30.98,77.17,19.47,23.3,39.98,4.7,118.23,pigeonpeas
17.7,55.03,18.86,32.65,68.76,7.15,144.24,pigeonpeas
24.47,68.65,16.01,27.59,64.56,6.45,165.59,pigeonpeas
19.07,56.84,23.46,23.9,42.75,7.35,98.16,pigeonpeas
19.25,64.39,22.32,28.94,65.92,4.78,155.34,pigeonpeas
30.34,67.07,15.31,36.85,36.6,7.17,107.28,pigeonpeas
17.53,60.14,16.9,31.94,58.88,6.69,119.18,pigeonpeas
22.04,60.94,15.5,29.44,63.59,4.96,129.69,pigeonpeas
25.69,62.36,21.62,30.0,37.99,4.58,108.79,pigeonpeas
22.3,57.05,23.44,24.17,45.9,5.97,162.71,pigeonpeas
17.28,68.6,16.85,35.71,44.78,5.84,118.96,pigeonpeas
26.63,60.66,17.69,19.23,60.09,6.5,99.43,pigeonpeas
23.59,68.54,24.71,29.79,52.14,7.02,180.02,pigeonpeas
25.47,68.39,23.67,27.5,65.27,5.93,98.69,pigeonpeas
37.57,72.86,20.02,36.01,62.02,6.53,158.23,pigeonpeas
18.01,73.93,16.73,37.69,68.89,6.93,103.88,pigeonpeas
25.58,79.71,19.35,37.95,55.09,7.0,118.37,pigeonpeas
37.77,77.85,15.67,25.76,45.89,5.48,120.38,pigeonpeas
26.45,76.84,22.87,30.46,50.9,5.76,135.59,pigeonpeas
18.7,69.7,22.58,36.79,67.0,6.19,101.11,pigeonpeas
22.15,68.39,18.44,26.22,45.32,5.96,156.99,pigeonpeas
15.94,61.89,16.44,30.17,57.75,4.62,187.85,pigeonpeas
23.29,60.94,22.46,36.42,65.88,4.56,179.91,pigeonpeas
22.58,62.01,19.92,31.92,33.93,7.11,104.78,pigeonpeas
39.36,66.08,23.26,23.39,46.67,6.44,110.67,pigeonpeas
20.28,75.6,22.41,33.19,64.69,6.96,146.68,pigeonpeas
18.97,62.78,20.07,20.71,64.05,7.14,93.18,pigeonpeas
19.82,75.82,23.37,22.99,48.26,7.25,167.51,pigeonpeas
21.85,75.59,20.05,30.71,34.95,4.59,130.97,pigeonpeas
29.85,59.44,23.7,29.74,43.99,4.99,188.39,pigeonpeas
33.72,72.22,17.85,25.73,36.52,6.22,196.14,pigeonpeas
36.43,71.18,21.78,23.38,46.38,4.56,175.83,pigeonpeas
34.19,55.22,24.12,30.95,54.05,4.53,117.76,pigeonpeas
35.13,62.64,24.67,30.85,46.95,5.63,128.36,pigeonpeas
21.3,66.67,21.77,34.49,45.89,4.81,146.27,pigeonpeas
31.56,76.08,18.74,30.95,54.36,5.4,101.89,pigeonpeas
16.6,79.71,21.41,35.23,40.45,6.63,188.16,pigeonpeas
22.47,58.75,22.65,35.99,62.22,6.91,156.0,pigeonpeas
31.51,72.02,22.21,31.11,69.9,5.28,136.04,pigeonpeas
24.71,55.88,22.08,29.44,37.6,6.68,114.46,pigeonpeas
28.37,74.62,24.07,31.44,50.29,7.04,182.47,pigeonpeas
36.91,59.53,15.98,20.56,40.35,6.93,173.92,pigeonpeas
19.58,71.99,18.36,19.79,44.21,6.73,123.78,pigeonpeas
34.7,63.28,17.61,23.88,64.05,5.91,185.3,pigeonpeas
29.59,78.61,15.71,35.79,50.02,7.1,131.98,pigeonpeas
22.46,56.35,23.54,20.75,38.01,5.73,152.63,pigeonpeas
37.67,66.44,18.16,32.31,61.16,5.96,159.41,pigeonpeas
19.42,70.86,15.05,23.47,60.45,5.01,174.09,pigeonpeas
27.24,74.09,15.88,30.29,55.34,5.71,196.19,pigeonpeas
24.58,55.94,16.99,25.46,30.56,5.47,181.66,pigeonpeas
19.76,71.92,21.27,22.98,57.74,5.53,104.18,pigeonpeas
24.59,69.72,16.67,34.48,41.93,5.37,170.06,pigeonpeas
29.91,63.45,23.88,37.91,43.71,7.2,129.52,pigeonpeas
19.71,78.7,24.18,26.07,39.14,6.68,104.43,pigeonpeas
33.35,69.74,16.69,25.33,56.02,4.61,186.42,pigeonpeas
21.39,68.37,15.49,37.89,56.48,6.46,92.17,pigeonpeas
32.24,65.42,18.8,28.95,48.98,4.96,166.47,pigeonpeas
30.76,62.53,21.62,31.25,40.8,6.32,105.09,pigeonpeas
35.77,57.62,22.19,20.35,34.56,4.82,111.85,pigeonpeas
19.99,61.57,20.23,22.03,58.14,5.39,94.33,pigeonpeas
27.41,60.19,24.33,24.61,30.11,6.51,189.76,pigeonpeas
35.88,71.73,16.49,19.8,50.47,6.67,101.14,pigeonpeas
21.4,60.78,24.89,23.92,48.57,4.8,109.22,pigeonpeas
15.99,62.26,23.02,24.25,59.54,4.78,173.4,pigeonpeas
16.15,76.3,21.63,21.41,44.3,5.81,158.4,pigeonpeas
36.96,57.32,23.15,21.66,46.03,7.39,119.9,pigeonpeas
24.64,76.27,23.0,30.98,61.88,4.84,166.58,pigeonpeas
16.47,78.56,16.59,26.32,53.63,6.91,164.62,pigeonpeas
19.53,64.49,18.59,18.58,57.38,7.02,197.08,pigeonpeas
18.27,78.01,16.13,26.23,31.84,5.28,124.57,pigeonpeas
32.61,71.95,22.68,29.53,52.6,7.43,163.68,pigeonpeas
23.46,68.08,22.01,19.9,56.47,5.25,128.03,pigeonpeas
31.91,64.62,23.39,29.17,69.51,4.66,160.77,pigeonpeas
18.92,76.22,23.52,35.39,32.99,5.97,116.5,pigeonpeas
38.81,36.26,17.23,29.15,50.08,5.03,48.36,mothbeans
32.05,46.2,23.57,27.58,42.97,6.73,56.13,mothbeans
4.11,45.31,20.57,24.0,42.27,7.43,54.76,mothbeans
12.18,47.71,17.07,29.37,63.76,5.86,32.17,mothbeans
8.92,46.36,20.6,28.96,51.83,7.77,58.64,mothbeans
4.56,53.98,17.22,26.73,60.75,9.77,41.68,mothbeans
20.88,52.55,15.46,25.31,43.51,8.16,58.86,mothbeans
4.28,50.27,16.88,31.44,49.82,6.47,61.26,mothbeans
28.67,37.69,19.14,31.41,60.94,7.33,60.89,mothbeans
18.02,51.46,24.56,25.08,52.47,6.95,31.94,mothbeans
37.41,55.97,19.83,28.07,63.03,4.65,53.14,mothbeans
29.22,38.21,18.87,28.8,62.07,6.78,45.39,mothbeans
39.18,57.9,22.62,26.19,64.09,9.81,48.11,mothbeans
5.33,45.32,22.0,29.99,47.47,8.06,64.43,mothbeans
28.47,58.39,21.33,25.61,55.6,5.39,43.81,mothbeans
26.89,59.53,21.5,31.67,52.6,8.01,42.9,mothbeans
4.62,43.81,19.8,28.57,56.68,6.21,59.91,mothbeans
33.66,42.15,23.47,30.47,53.07,3.66,35.81,mothbeans
26.81,40.0,22.5,25.29,47.17,5.13,63.58,mothbeans
27.62,42.38,22.54,24.26,60.35,4.17,64.72,mothbeans
29.58,56.62,22.42,28.49,45.94,8.6,61.95,mothbeans
11.51,51.61,24.26,27.1,63.92,9.84,42.51,mothbeans
22.08,35.32,17.51,28.96,59.52,9.16,63.2,mothbeans
36.46,52.62,21.48,30.04,53.67,7.42,61.05,mothbeans
38.57,42.35,16.77,29.46,44.67,4.63,50.55,mothbeans
15.09,45.71,20.57,25.04,54.6,5.16,43.22,mothbeans
28.39,38.87,16.54,26.58,41.27,9.56,54.62,mothbeans
26.48,47.26,20.73,26.86,59.6,5.57,38.8,mothbeans
7.35,36.7,20.05,27.33,53.43,4.1,38.85,mothbeans
8.53,43.3,18.61,25.75,58.82,6.95,69.87,mothbeans
32.95,59.53,15.09,29.35,51.14,9.38,54.55,mothbeans
24.85,58.97,21.83,26.57,62.9,9.64,45.44,mothbeans
21.61,42.07,24.11,30.58,49.37,8.72,47.82,mothbeans
1.75,57.46,16.93,28.11,63.71,4.59,68.25,mothbeans
21.52,35.18,15.65,29.36,59.34,9.12,46.97,mothbeans
4.16,48.44,22.03,31.81,59.38,7.7,67.59,mothbeans
29.88,38.84,19.59,26.65,42.19,3.85,61.77,mothbeans
22.32,49.37,17.28,26.07,49.7,7.6,47.32,mothbeans
0.68,51.83,20.35,29.13,55.46,8.41,53.42,mothbeans
28.04,36.81,24.28,24.85,59.67,5.46,33.46,mothbeans
30.61,45.94,18.95,29.29,51.85,6.97,35.46,mothbeans
15.64,54.94,20.46,31.68,43.6,7.9,66.57,mothbeans
31.8,53.23,18.73,31.6,53.84,7.11,34.93,mothbeans
0.2,49.92,20.37,31.58,47.62,8.36,66.14,mothbeans
13.75,45.32,21.46,28.1,44.02,4.94,63.39,mothbeans
7.77,39.53,23.0,30.82,61.28,9.56,69.77,mothbeans
18.45,48.74,17.91,24.54,42.46,8.22,49.49,mothbeans
13.23,38.21,21.55,24.8,55.49,9.35,42.71,mothbeans
18.03,50.41,18.06,28.67,54.14,5.87,42.65,mothbeans
17.13,35.12,17.46,25.77,58.5,6.33,63.6,mothbeans
5.37,53.32,23.78,27.7,48.97,5.49,52.07,mothbeans
7.03,50.17,23.42,30.87,43.5,7.0,40.53,mothbeans
35.45,36.91,15.75,24.15,52.68,3.7,53.28,mothbeans
16.21,49.75,24.06,28.41,53.59,9.99,48.88,mothbeans
31.01,44.15,17.23,30.18,58.33,5.39,48.59,mothbeans
20.42,44.92,20.02,29.3,61.2,8.74,54.56,mothbeans
6.63,47.85,19.46,25.43,63.72,7.79,68.71,mothbeans
29.44,47.09,18.59,25.75,52.19,3.91,44.78,mothbeans
1.71,40.17,24.08,26.89,51.74,6.46,31.86,mothbeans
39.22,43.1,22.04,28.17,60.74,8.93,40.53,mothbeans
21.77,39.35,21.54,26.92,56.33,8.93,50.67,mothbeans
15.05,57.68,20.16,26.82,61.69,6.66,49.28,mothbeans
24.17,47.55,16.39,25.32,41.93,7.68,38.46,mothbeans
7.48,44.06,22.17,24.95,45.76,8.77,58.81,mothbeans
19.26,46.97,17.11,25.29,60.83,3.65,31.73,mothbeans
22.94,39.03,21.3,24.31,54.31,3.86,40.33,mothbeans
7.2,58.96,20.99,28.51,40.47,8.18,56.47,mothbeans
11.34,37.14,19.49,31.94,61.68,4.61,63.21,mothbeans
24.03,54.87,23.2,25.46,56.49,5.22,58.97,mothbeans
13.71,46.34,20.91,25.84,49.64,4.21,38.09,mothbeans
34.38,47.61,19.2,25.2,42.41,6.59,54.59,mothbeans
1.56,54.6,20.03,24.94,52.06,4.35,54.14,mothbeans
33.1,57.42,22.75,29.19,53.05,5.91,31.74,mothbeans
21.19,40.74,23.02,30.32,49.53,7.33,59.66,mothbeans
30.46,52.42,15.98,25.07,51.93,5.01,64.36,mothbeans
11.33,56.92,19.09,25.51,57.73,8.63,53.12,mothbeans
4.71,35.18,21.55,29.5,47.9,5.85,36.19,mothbeans
26.06,41.34,23.55,27.39,49.14,5.29,57.22,mothbeans
30.2,45.33,22.84,27.86,49.26,7.11,40.15,mothbeans
12.27,43.61,22.05,29.89,61.37,7.79,59.91,mothbeans
17.86,52.48,16.62,25.72,50.01,5.7,52.02,mothbeans
27.88,52.67,16.61,31.72,40.13,4.09,35.81,mothbeans
37.03,45.88,15.64,25.77,42.0,3.75,45.37,mothbeans
39.38,50.35,20.21,29.69,54.94,9.65,62.81,mothbeans
25.61,45.97,17.02,29.26,60.1,5.36,31.34,mothbeans
23.98,47.9,17.32,25.36,40.9,5.06,30.01,mothbeans
6.3,59.92,22.8,26.83,49.88,7.31,50.71,mothbeans
29.48,36.72,15.9,26.28,60.74,9.45,43.92,mothbeans
38.53,41.91,21.06,25.56,63.24,7.24,40.44,mothbeans
16.29,37.66,15.72,26.35,63.68,8.72,68.27,mothbeans
35.04,55.33,20.75,29.55,64.15,7.16,60.8,mothbeans
30.3,59.03,19.59,27.69,54.67,3.68,34.65,mothbeans
2.7,50.84,24.94,29.42,45.75,5.55,68.22,mothbeans
20.66,35.24,23.32,25.99,42.33,7.88,62.84,mothbeans
3.04,58.28,19.77,26.83,62.36,5.25,67.88,mothbeans
27.32,57.75,19.99,25.6,58.39,9.17,38.27,mothbeans
8.11,41.24,21.19,25.25,42.67,9.48,57.03,mothbeans
26.54,50.35,22.64,28.33,41.06,6.63,54.83,mothbeans
19.69,59.63,23.97,30.95,52.27,9.9,66.64,mothbeans
11.21,40.55,20.77,24.43,59.98,6.61,51.63,mothbeans
27.56,44.84,21.86,27.52,89.77,6.9,46.5,mungbean
32.23,35.3,17.11,28.74,83.25,6.81,41.49,mungbean
28.71,40.93,19.71,28.84,83.66,6.7,40.26,mungbean
32.52,44.31,23.54,27.84,81.8,6.33,49.4,mungbean
20.71,37.5,17.7,27.71,84.32,6.58,38.65,mungbean
38.98,38.74,23.06,27.53,85.0,7.2,56.23,mungbean
27.93,53.01,22.85,27.9,85.62,6.77,44.96,mungbean
32.26,36.5,23.14,28.43,86.3,6.65,43.37,mungbean
24.02,49.01,24.32,27.77,80.2,6.32,56.68,mungbean
39.08,39.97,20.76,28.95,81.75,6.98,43.88,mungbean
31.83,47.19,22.37,29.67,83.81,6.49,50.79,mungbean
18.62,39.19,23.08,28.01,86.31,6.77,56.22,mungbean
16.78,39.05,17.28,27.95,82.91,6.47,51.12,mungbean
21.78,46.12,23.63,28.09,85.87,7.17,45.35,mungbean
19.6,35.58,22.28,28.99,89.4,6.9,37.0,mungbean
19.17,37.58,15.64,29.64,85.48,6.23,44.93,mungbean
34.12,37.08,17.62,27.47,86.55,7.09,42.73,mungbean
21.18,42.1,21.26,27.39,88.39,6.23,51.59,mungbean
36.51,43.13,19.76,29.92,85.41,6.47,46.12,mungbean
39.24,52.44,16.77,28.79,86.31,6.84,49.1,mungbean
28.09,50.99,18.1,28.04,85.4,7.0,46.05,mungbean
24.14,41.5,18.04,27.0,88.15,7.05,43.6,mungbean
26.73,35.21,24.22,29.84,84.77,6.21,45.76,mungbean
22.32,40.78,15.07,28.12,84.12,6.76,44.87,mungbean
19.08,53.43,18.9,28.14,82.63,6.62,40.99,mungbean
34.11,57.75,23.08,29.05,82.85,6.94,55.22,mungbean
25.32,56.34,16.82,27.87,86.37,6.82,41.8,mungbean
30.57,39.69,15.19,27.15,85.35,6.39,37.56,mungbean
21.73,52.88,22.27,27.7,81.51,6.69,43.55,mungbean
22.79,54.99,24.98,28.39,87.91,6.53,56.09,mungbean
38.79,36.4,22.76,27.21,84.7,6.39,56.04,mungbean
35.43,55.71,16.22,29.3,82.49,6.97,46.07,mungbean
33.44,35.84,19.61,29.31,85.21,7.18,46.82,mungbean
32.04,42.8,18.23,28.89,80.42,7.14,48.02,mungbean
21.33,50.96,16.99,29.66,88.64,6.42,37.82,mungbean
30.82,43.11,16.67,27.83,81.2,6.99,35.22,mungbean
16.05,54.59,19.75,28.79,83.71,6.29,38.94,mungbean
17.29,50.47,24.31,29.99,86.25,6.26,51.11,mungbean
32.53,54.79,16.26,27.7,89.82,6.99,53.92,mungbean
35.14,45.97,16.93,29.07,83.58,6.33,57.47,mungbean
27.13,45.94,17.95,29.09,81.9,6.39,43.69,mungbean
33.31,41.88,23.31,29.74,85.55,6.27,38.88,mungbean
22.39,41.58,18.67,27.0,86.38,6.58,39.64,mungbean
15.47,56.42,22.76,27.72,87.21,6.86,48.47,mungbean
24.69,48.1,19.98,28.65,86.13,6.52,51.02,mungbean
17.76,48.08,15.67,29.51,81.3,7.07,40.05,mungbean
27.13,37.47,20.71,29.51,86.58,6.73,52.53,mungbean
21.4,44.16,21.06,27.21,89.3,6.41,47.29,mungbean
37.24,37.0,23.01,27.18,85.58,7.14,45.4,mungbean
24.23,52.71,23.24,27.8,80.41,6.27,42.6,mungbean
38.62,59.01,15.97,29.18,85.32,6.39,48.15,mungbean
21.22,50.63,16.79,29.25,84.15,6.31,50.97,mungbean
23.95,46.47,21.65,29.65,81.67,6.38,45.04,mungbean
23.44,38.95,24.98,28.33,83.52,6.52,59.79,mungbean
23.12,44.29,22.64,28.29,87.26,6.81,49.08,mungbean
20.35,54.14,24.26,27.76,89.62,6.65,44.93,mungbean
33.16,59.57,20.96,28.55,89.93,6.5,42.51,mungbean
20.55,56.39,15.22,29.47,86.9,6.48,48.84,mungbean
28.91,58.15,16.55,27.11,83.56,6.34,44.18,mungbean
29.55,40.82,23.11,27.28,84.0,7.12,53.36,mungbean
33.09,54.82,16.73,29.48,86.9,6.78,57.69,mungbean
29.88,42.51,22.31,28.73,80.78,6.26,54.27,mungbean
23.7,55.43,19.17,29.6,88.7,6.43,51.32,mungbean
30.06,35.29,22.77,28.15,83.05,6.24,48.5,mungbean
18.74,47.56,17.21,27.15,87.32,6.59,46.14,mungbean
29.88,47.62,17.22,27.87,83.94,6.33,37.06,mungbean
29.29,36.23,18.99,27.26,85.02,6.97,38.26,mungbean
18.37,48.98,19.88,28.96,81.96,6.82,53.39,mungbean
21.16,36.79,22.77,27.97,89.24,6.29,51.79,mungbean
25.59,43.71,18.21,28.78,80.24,6.5,59.69,mungbean
30.41,59.75,19.42,27.44,80.45,7.02,39.99,mungbean
24.35,53.94,23.53,27.34,80.55,7.15,58.17,mungbean
36.72,55.5,15.14,29.08,81.11,6.65,35.57,mungbean
20.23,48.45,17.04,28.57,82.59,6.68,53.25,mungbean
18.53,52.47,15.18,28.75,86.64,6.24,39.26,mungbean
22.1,54.73,21.18,27.16,86.55,6.21,44.72,mungbean
21.78,56.3,21.6,29.59,80.19,7.07,51.24,mungbean
20.78,44.52,24.77,27.3,83.15,7.07,48.29,mungbean
19.66,47.52,19.58,29.78,80.21,6.45,48.24,mungbean
23.34,44.83,16.57,28.04,83.52,6.83,40.91,mungbean
39.46,47.53,23.12,28.88,88.79,7.09,55.37,mungbean
15.74,48.87,17.8,27.46,88.97,6.86,37.19,mungbean
24.56,59.02,21.12,28.88,82.27,6.44,38.82,mungbean
39.26,57.74,18.29,28.63,82.07,6.34,48.53,mungbean
35.0,56.56,18.09,29.12,85.24,6.34,59.89,mungbean
39.39,38.63,24.33,29.75,83.17,6.76,58.72,mungbean
17.96,42.94,23.8,29.18,87.65,7.08,45.35,mungbean
25.28,46.08,24.34,29.68,89.33,6.47,54.48,mungbean
17.67,39.62,22.62,28.84,82.67,6.77,40.77,mungbean
20.8,52.18,18.59,29.06,84.77,6.7,50.12,mungbean
32.8,44.35,23.52,28.47,81.38,6.39,35.81,mungbean
34.11,35.38,17.7,28.24,87.42,7.19,53.94,mungbean
16.65,58.18,24.86,29.6,84.9,6.52,46.44,mungbean
21.17,45.12,15.42,29.21,83.8,6.51,50.29,mungbean
33.56,49.85,20.25,29.63,87.87,6.72,46.29,mungbean
35.68,36.06,24.96,28.56,83.96,6.94,48.94,mungbean
27.9,50.77,15.49,27.87,83.98,6.5,55.69,mungbean
26.53,45.56,21.13,27.16,85.17,6.34,55.75,mungbean
26.29,53.07,16.13,29.34,89.38,6.9,38.38,mungbean
25.34,46.27,16.79,28.77,87.13,6.4,46.37,mungbean
45.0,72.29,24.07,32.96,67.18,6.62,61.71,blackgram
48.99,64.07,20.24,28.84,67.91,7.01,74.25,blackgram
47.57,64.52,22.68,34.12,65.65,7.16,62.25,blackgram
57.38,59.47,22.12,29.2,63.1,7.27,66.69,blackgram
52.53,57.94,16.32,27.03,66.23,6.75,66.88,blackgram
57.11,68.59,15.06,33.83,62.38,7.09,67.14,blackgram
48.2,56.99,21.0,27.45,65.47,7.12,68.36,blackgram
56.51,56.22,16.48,31.53,60.37,7.35,70.0,blackgram
56.76,62.46,24.2,25.49,64.17,6.68,70.08,blackgram
52.22,72.29,20.95,32.87,61.77,6.96,68.68,blackgram
58.63,57.33,17.99,28.69,63.79,6.57,66.41,blackgram
51.01,62.32,16.35,31.95,62.74,7.03,67.87,blackgram
53.92,70.3,16.09,32.3,66.29,7.49,67.25,blackgram
53.77,78.35,24.86,27.87,66.09,6.82,67.88,blackgram
59.9,63.85,16.3,30.63,65.2,7.13,67.39,blackgram
43.6,70.24,22.09,34.79,60.02,6.52,69.38,blackgram
42.36,76.2,23.0,34.99,64.14,6.83,68.41,blackgram
52.75,55.28,17.01,27.82,67.9,6.81,67.6,blackgram
46.48,55.15,21.86,28.41,67.24,7.12,60.44,blackgram
43.51,63.26,18.38,31.72,69.16,7.3,69.68,blackgram
49.63,70.68,23.92,30.37,63.35,7.28,66.21,blackgram
54.85,75.88,17.99,32.25,63.16,7.04,63.12,blackgram
53.71,74.99,23.88,28.54,69.7,6.78,60.47,blackgram
59.67,70.66,23.42,30.71,63.9,7.1,72.97,blackgram
55.03,72.63,18.14,25.32,64.14,7.0,63.56,blackgram
49.04,78.77,17.16,28.02,61.12,7.28,71.67,blackgram
58.27,66.09,15.25,29.83,65.0,6.69,73.85,blackgram
54.65,68.09,22.76,26.43,68.72,7.32,74.07,blackgram
53.53,58.32,22.25,29.59,67.14,7.02,60.06,blackgram
58.65,72.18,20.94,25.87,64.67,6.55,67.81,blackgram
53.18,62.81,20.78,28.12,68.92,6.82,62.89,blackgram
45.53,62.98,19.41,26.18,61.49,6.77,60.23,blackgram
52.46,67.85,17.07,28.5,63.18,6.64,70.57,blackgram
45.67,61.12,15.71,31.13,63.39,6.94,61.95,blackgram
49.41,71.89,16.06,25.54,64.26,6.68,68.94,blackgram
51.86,75.9,21.99,31.16,63.12,7.32,70.69,blackgram
53.42,68.34,24.74,32.56,64.66,6.63,72.19,blackgram
58.39,66.71,19.56,31.84,67.1,6.97,63.48,blackgram
44.48,76.53,21.17,34.13,63.92,7.2,69.98,blackgram
55.78,77.06,19.53,25.3,64.75,6.85,66.92,blackgram
43.42,74.2,21.04,26.27,61.03,7.32,71.95,blackgram
46.52,71.24,22.92,30.33,64.01,6.91,69.31,blackgram
50.96,79.35,18.84,28.41,68.14,7.09,71.76,blackgram
48.71,74.68,20.45,27.36,66.63,6.58,73.96,blackgram
51.48,67.17,20.92,29.63,65.55,7.32,62.64,blackgram
59.12,56.74,16.09,33.14,67.71,6.88,67.41,blackgram
53.2,57.26,23.17,33.87,69.03,7.14,60.0,blackgram
42.93,58.73,20.31,28.9,65.78,6.7,70.22,blackgram
46.33,69.26,24.13,28.05,69.43,6.93,74.74,blackgram
46.89,57.23,15.08,34.86,64.04,6.63,64.41,blackgram
47.38,68.72,15.53,32.03,68.21,6.86,72.92,blackgram
57.31,60.88,22.02,28.94,63.18,6.88,65.72,blackgram
50.9,71.56,19.75,26.88,63.85,7.42,72.6,blackgram
43.09,79.94,21.7,26.34,60.72,6.52,70.82,blackgram
49.73,65.92,24.9,25.85,66.42,6.92,66.84,blackgram
55.78,70.11,19.26,26.8,65.09,7.05,66.75,blackgram
47.11,59.64,21.05,30.78,68.47,6.74,67.53,blackgram
48.22,68.65,18.67,34.78,65.68,7.2,61.7,blackgram
49.63,72.26,16.42,32.31,69.84,7.48,71.68,blackgram
49.3,56.96,23.9,25.88,64.72,7.24,74.41,blackgram
41.56,70.84,22.98,28.12,60.53,6.84,71.68,blackgram
49.38,67.82,19.69,32.34,64.21,7.46,71.97,blackgram
45.78,55.88,24.23,32.49,67.27,7.06,60.92,blackgram
49.46,59.23,15.52,34.9,68.09,7.12,64.3,blackgram
41.65,67.64,23.51,27.78,61.33,6.78,72.87,blackgram
40.28,57.79,16.75,30.92,61.51,6.95,72.12,blackgram
45.23,72.52,19.85,32.99,68.62,6.84,61.27,blackgram
42.9,78.35,16.54,29.96,69.94,7.27,63.57,blackgram
48.8,70.94,17.11,32.34,63.45,7.14,71.33,blackgram
42.32,59.19,18.99,28.01,67.46,7.25,67.99,blackgram
47.6,72.64,19.75,26.45,68.7,6.51,73.91,blackgram
48.98,71.96,24.62,31.83,60.41,7.42,69.56,blackgram
59.12,65.79,24.18,33.58,63.35,6.77,61.47,blackgram
53.09,64.78,22.73,32.49,67.34,7.09,62.92,blackgram
46.75,72.26,16.8,30.48,66.73,7.33,60.18,blackgram
41.95,57.6,19.46,27.19,62.83,6.69,60.36,blackgram
41.84,78.46,21.57,33.35,69.5,7.14,70.62,blackgram
42.4,76.41,16.3,31.56,69.0,7.07,74.51,blackgram
57.92,72.39,17.53,29.67,69.36,7.14,73.84,blackgram
45.53,65.67,24.03,32.7,63.23,6.66,61.11,blackgram
55.54,64.57,18.33,25.6,69.56,6.76,66.61,blackgram
49.83,78.21,21.1,26.78,64.92,6.64,71.53,blackgram
44.37,71.08,24.13,32.15,61.03,6.57,68.57,blackgram
45.01,66.15,23.97,26.49,66.4,7.43,69.97,blackgram
45.33,72.5,24.05,30.75,65.15,7.44,67.36,blackgram
48.72,76.1,22.81,32.85,65.4,6.5,74.31,blackgram
56.36,67.05,20.67,34.35,63.59,7.18,66.01,blackgram
52.65,78.97,15.91,30.35,69.61,6.58,66.89,blackgram
55.33,71.19,16.77,25.39,63.84,6.69,70.44,blackgram
57.93,70.77,18.59,25.85,66.33,7.24,62.1,blackgram
43.86,72.99,20.93,29.89,60.63,7.04,64.62,blackgram
50.68,75.86,19.49,34.96,60.37,6.56,71.82,blackgram
40.86,57.95,23.07,31.67,64.58,7.18,73.11,blackgram
42.98,69.48,24.25,25.37,61.42,7.15,67.07,blackgram
58.36,56.15,22.01,26.31,61.72,6.55,64.61,blackgram
55.87,66.4,16.71,30.91,68.18,6.61,67.46,blackgram
55.98,60.51,23.04,29.26,68.12,7.48,70.18,blackgram
46.48,79.4,20.76,26.37,68.36,7.29,71.46,blackgram
51.86,63.39,16.21,26.41,64.15,7.2,68.3,blackgram
48.77,78.14,15.41,26.0,68.47,7.11,71.66,blackgram
15.39,67.17,15.06,20.15,60.89,6.48,53.3,lentil
25.41,75.19,22.73,26.31,62.06,6.46,47.85,lentil
25.3,78.45,21.11,18.45,61.8,6.25,54.25,lentil
30.68,74.56,18.48,18.05,62.36,5.68,47.95,lentil
17.39,64.05,22.61,24.48,62.19,6.66,49.89,lentil
21.91,59.84,22.97,26.22,69.69,6.21,42.64,lentil
31.75,56.08,21.45,21.42,64.35,6.0,52.08,lentil
33.96,56.08,22.4,29.1,61.76,6.68,47.28,lentil
17.9,77.38,22.21,25.11,63.26,5.8,50.15,lentil
23.14,74.47,18.26,19.18,67.38,6.8,45.63,lentil
20.52,66.77,19.84,28.69,61.45,6.89,46.82,lentil
24.68,58.41,22.2,25.58,69.76,5.8,41.91,lentil
32.31,56.49,16.37,28.22,64.59,5.76,45.15,lentil
37.16,70.09,22.9,25.66,66.12,5.75,54.55,lentil
36.38,57.16,23.57,23.87,69.96,6.39,52.55,lentil
21.98,73.25,22.36,20.96,63.27,6.37,53.38,lentil
29.79,58.72,20.74,18.06,69.8,5.56,47.06,lentil
34.22,55.84,20.31,23.75,67.98,6.73,46.79,lentil
21.01,68.96,15.12,26.78,69.5,5.7,44.44,lentil
31.19,57.27,19.8,21.66,67.03,6.79,51.21,lentil
15.61,66.37,22.72,28.49,64.05,6.68,45.56,lentil
26.61,70.84,23.6,18.85,68.93,6.0,40.49,lentil
25.65,61.74,24.46,24.51,67.94,6.68,41.21,lentil
37.02,73.39,15.55,29.34,66.75,6.83,41.66,lentil
24.14,70.48,18.66,20.1,65.59,5.6,50.64,lentil
20.12,79.53,17.39,19.36,64.78,6.91,48.7,lentil
38.98,60.24,22.45,20.71,63.53,5.9,50.2,lentil
21.93,56.58,18.45,23.83,65.27,5.68,50.65,lentil
31.96,68.32,17.92,25.45,68.0,6.92,52.13,lentil
38.52,56.64,23.92,23.49,60.8,6.85,44.33,lentil
38.92,57.73,17.76,26.36,64.96,6.81,47.81,lentil
30.68,62.33,24.7,24.5,61.32,6.02,46.66,lentil
31.12,62.29,15.63,28.46,62.32,6.92,49.67,lentil
25.29,63.57,21.46,21.92,65.93,6.55,52.63,lentil
26.13,62.6,16.32,27.47,61.72,5.89,47.26,lentil
39.27,74.24,15.47,22.24,64.56,5.75,53.86,lentil
32.8,62.13,24.73,28.07,66.93,6.5,42.3,lentil
20.95,56.03,18.17,19.52,62.6,5.78,48.44,lentil
15.87,62.92,18.44,22.47,65.4,5.74,44.52,lentil
38.01,65.11,19.99,19.74,64.58,5.98,40.06,lentil
33.46,79.39,18.31,26.47,64.74,5.93,54.16,lentil
